City,Date,Area,SPM,NO,NO2,NOx,CO,SO2,RSPM,AQI,AQI_Bucket
Hyderabad,05-05-2023,Residential and others,83.88,14.2,29.46,43.66,0.57,7.71,30.14,104,Moderate
Hyderabad,06-05-2023,Residential and others,43.12,12.51,26.4,38.9,0.57,5.27,23.21,89,Satisfactory
Hyderabad,07-05-2023,Residential and others,30.71,11.93,30.79,42.72,0.5,4.64,30.03,100,Satisfactory
Hyderabad,08-05-2023,Residential and others,25.79,8.03,25.33,33.35,0.44,4.63,33.62,92,Satisfactory
Hyderabad,09-05-2023,Residential and others,25.58,7.53,23.86,31.39,0.44,3.99,37.32,92,Satisfactory
Hyderabad,10-05-2023,Residential and others,26,6.69,16.89,23.58,0.32,3.78,36.86,92,Satisfactory
Hyderabad,11-05-2023,Residential and others,24.88,4.66,11.37,16.03,0.31,2.82,31.17,91,Satisfactory
Hyderabad,12-05-2023,Residential and others,29.33,5.87,13.34,19.21,0.3,3.6,29.12,93,Satisfactory
Hyderabad,13-05-2023,Residential and others,87.21,7.88,18.99,26.87,0.37,6.11,42.96,95,Satisfactory
Hyderabad,14-05-2023,Residential and others,25.07,5.59,18.97,24.56,0.35,5.43,45.65,92,Satisfactory
Hyderabad,15-05-2023,Residential and others,31,5.93,19.97,25.9,0.37,5.53,45.79,96,Satisfactory
Hyderabad,16-05-2023,Residential and others,26.38,5.74,26.43,32.17,0.48,5.4,38.92,90,Satisfactory
Hyderabad,17-05-2023,Residential and others,23.83,15.24,27.4,42.64,0.54,6.77,39.58,87,Satisfactory
Hyderabad,18-05-2023,Residential and others,26.92,10.67,25.69,36.35,0.55,7.84,57.61,89,Satisfactory
Hyderabad,19-05-2023,Residential and others,26.82,32.12,45.32,77.44,0.84,11.44,43.38,96,Satisfactory
Hyderabad,20-05-2023,Residential and others,23.67,43.76,41.95,85.71,1.15,13.97,42.09,106,Moderate
Hyderabad,21-05-2023,Residential and others,66.78,18.76,32.15,50.91,0.62,7.92,34.4,104,Moderate
Hyderabad,22-05-2023,Residential and others,14.75,8.71,13.56,22.27,0.69,4.84,34.21,112,Moderate
Hyderabad,23-05-2023,Residential and others,467.67,8.43,13.92,22.34,0.75,3.13,33.4,102,Moderate
Hyderabad,24-05-2023,Residential and others,22.75,9.2,18.56,27.76,0.74,8.71,40.43,122,Moderate
Hyderabad,25-05-2023,Residential and others,33.29,9.75,14.74,24.49,0.76,7.47,29.92,214,Poor
Hyderabad,26-05-2023,Residential and others,39.62,9.7,13.84,23.54,0.71,8.49,24.06,316,Very Poor
Hyderabad,27-05-2023,Residential and others,35.88,9.71,16.94,26.65,0.81,13.2,25.13,390,Very Poor
Hyderabad,28-05-2023,Residential and others,45.88,8.41,13.18,21.59,0.81,7.89,34.19,221,Poor
Hyderabad,29-05-2023,Residential and others,35.54,8.73,14.34,23.06,0.85,7.94,31.97,88,Satisfactory
Hyderabad,30-05-2023,Residential and others,26.29,26.88,22.86,48.77,1.07,10.31,36.15,173,Moderate
Hyderabad,31-05-2023,Residential and others,29.67,18.49,19.62,38.11,0.96,11.02,37.02,114,Moderate
Hyderabad,01-06-2023,Residential and others,37,15.01,20.91,35.91,0.99,13.35,38.52,128,Moderate
Hyderabad,02-06-2023,Residential and others,34.92,9.72,12.91,22.63,0.89,8.89,33.67,253,Poor
Hyderabad,03-06-2023,Residential and others,29.54,13.85,17.06,31.52,1.05,11.21,30.68,186,Moderate
Hyderabad,04-06-2023,Residential and others,27.42,8.38,9.28,17.66,0.73,7.58,23.53,101,Moderate
Hyderabad,05-06-2023,Residential and others,31.38,18.44,13.18,31.61,0.8,8.28,21.58,97,Satisfactory
Hyderabad,06-06-2023,Residential and others,26.5,22.5,12.34,34.32,0.76,8.46,22.8,124,Moderate
Hyderabad,07-06-2023,Residential and others,24.42,14.84,17.22,32.06,0.87,8.13,32.93,136,Moderate
Hyderabad,08-06-2023,Residential and others,24.97,4.77,8.78,13.55,1.41,2.93,32.86,263,Poor
Hyderabad,09-06-2023,Residential and others,24.71,14.17,13.36,27.53,1.13,13.04,40.11,237,Poor
Hyderabad,10-06-2023,Residential and others,32.54,8.99,20.35,29.34,0.95,8.23,40.52,305,Very Poor
Hyderabad,11-06-2023,Residential and others,32.46,8.33,15.29,23.62,0.8,7.6,30.83,237,Poor
Hyderabad,12-06-2023,Residential and others,36.08,8.02,12.22,20.24,0.76,8.08,33.59,114,Moderate
Hyderabad,13-06-2023,Residential and others,30.78,11.03,15.82,26.86,0.84,9.56,39.94,179,Moderate
Hyderabad,14-06-2023,Residential and others,31.94,34.35,33.56,67.91,1.3,11.04,35.28,162,Moderate
Hyderabad,15-06-2023,Residential and others,23.75,10.01,21.04,31.05,1,8.83,41.52,76,Satisfactory
Hyderabad,16-06-2023,Residential and others,23.04,8.44,15.76,24.21,0.86,8.48,32.44,140,Moderate
Hyderabad,17-06-2023,Residential and others,24.17,12.7,15.17,27.87,0.81,9.56,29.91,128,Moderate
Hyderabad,18-06-2023,Residential and others,25.12,18.41,18.78,36.38,1.02,8.24,23.51,164,Moderate
Hyderabad,19-06-2023,Residential and others,25.77,11.03,17.45,28.48,1.14,5.43,37.94,169,Moderate
Hyderabad,20-06-2023,Residential and others,24.78,8.53,12.68,21.07,0.76,9.61,42.52,189,Moderate
Hyderabad,21-06-2023,Residential and others,22.92,29.06,7.42,35.3,0.81,3.43,51.44,142,Moderate
Hyderabad,22-06-2023,Residential and others,20.52,14.83,12.49,27.11,0.82,8.09,43.08,112,Moderate
Hyderabad,23-06-2023,Residential and others,20.58,4.46,28.32,32.78,0.89,15.72,39.31,60,Satisfactory
Hyderabad,24-06-2023,Residential and others,24.08,6.67,18.93,25.34,0.83,9.63,39.74,114,Moderate
Hyderabad,25-06-2023,Residential and others,22.61,5.66,18.65,24.05,0.72,10.58,38.94,271,Poor
Hyderabad,26-06-2023,Residential and others,24.46,17.07,19.14,35.02,1.01,12.34,52.57,217,Poor
Hyderabad,27-06-2023,Residential and others,28.17,40.11,29.62,69.42,1.41,13.38,38.94,160,Moderate
Hyderabad,28-06-2023,Residential and others,19.83,5.25,14.38,19.37,0.75,8.54,48.14,270,Poor
Hyderabad,29-06-2023,Residential and others,19.33,6.68,13.74,20.07,0.69,8.33,46.87,136,Moderate
Hyderabad,30-06-2023,Residential and others,21.46,7.24,17.31,24.32,0.74,9.03,42.93,81,Satisfactory
Hyderabad,01-07-2023,Residential and others,28.96,5.37,15.34,20.37,0.76,9.62,50.1,179,Moderate
Hyderabad,02-07-2023,Residential and others,23.04,7.75,18.21,24.92,1.52,13.7,51.13,221,Poor
Hyderabad,03-07-2023,Residential and others,26.33,6.43,18.06,23.92,1.83,9,32.89,138,Moderate
Hyderabad,04-07-2023,Residential and others,21.56,13.42,26.23,39.41,0.88,10.17,39.26,139,Moderate
Hyderabad,05-07-2023,Residential and others,24.75,7.27,22.78,29.61,0.89,8.96,43.05,240,Poor
Hyderabad,06-07-2023,Residential and others,24.82,6.33,16.65,22.64,0.73,9.57,42.66,340,Very Poor
Hyderabad,07-07-2023,Residential and others,25.79,14.36,21.67,34.34,0.89,9.43,28.16,125,Moderate
Hyderabad,08-07-2023,Residential and others,25.79,7.77,13.54,19.29,0.65,8.13,33,75,Satisfactory
Hyderabad,09-07-2023,Residential and others,24.96,33.82,21.74,54.46,0.76,8.06,19.97,85,Satisfactory
Hyderabad,10-07-2023,Residential and others,22,8.49,8.42,16.64,0.85,7.7,22.67,113,Moderate
Hyderabad,11-07-2023,Residential and others,17.79,12.72,8.52,20.92,0.86,8.17,16.09,231,Poor
Hyderabad,12-07-2023,Residential and others,26.18,8.68,11.99,20.26,0.99,8.54,20.62,246,Poor
Hyderabad,13-07-2023,Residential and others,28.33,8.17,9.74,17.56,0.73,8.38,33.49,244,Poor
Hyderabad,14-07-2023,Residential and others,29.96,11.17,13.2,24.13,1.01,10.08,40.72,316,Very Poor
Hyderabad,15-07-2023,Residential and others,30.67,18.64,18.36,40.48,1.33,10.98,39.48,219,Poor
Hyderabad,16-07-2023,Residential and others,30.79,21.58,16.05,37.38,1.23,10.65,36.86,117,Moderate
Hyderabad,17-07-2023,Residential and others,34.23,22.12,20.16,41.97,1.73,12.39,45.08,182,Moderate
Hyderabad,18-07-2023,Residential and others,75.88,21.99,18.99,40.71,1.4,11.44,36.66,125,Moderate
Hyderabad,19-07-2023,Residential and others,107.98,9.57,13.27,22.64,0.67,10.57,39.2,189,Moderate
Hyderabad,20-07-2023,Residential and others,299.25,14.81,13.64,28.05,0.72,11.55,29.71,272,Poor
Hyderabad,21-07-2023,Residential and others,108.69,11.26,11.5,22.46,0.9,9.15,29.88,266,Poor
Hyderabad,22-07-2023,Residential and others,51,21.26,15.75,36.63,0.88,11.79,32.89,230,Poor
Hyderabad,23-07-2023,Residential and others,65.69,15.2,12.31,27.23,1.21,11.62,39.2,210,Poor
Hyderabad,24-07-2023,Residential and others,67.85,11.73,10.4,21.64,0.23,7.26,44.57,118,Moderate
Hyderabad,25-07-2023,Residential and others,32.6,8.88,15.76,24.3,0.79,9.52,44.58,179,Moderate
Jaipur,01-02-2023,Residential and others,91.49,17.84,60.61,51.05,0.25,7.76,2.42,181,Moderate
Jaipur,02-03-2023,Residential and others,67.43,12.37,46.53,35.78,0.17,6.82,2.07,168,Moderate
Jaipur,03-03-2023,Residential and others,71.82,13.94,52.72,40.28,0.28,8.08,0.98,,
Jaipur,04-03-2023,Residential and others,82.3,12.2,45.85,35.25,0.24,8.63,0.67,159,Moderate
Jaipur,05-03-2023,Residential and others,90.96,11.93,44.42,34.28,0.24,8.71,0.43,195,Moderate
Jaipur,06-03-2023,Residential and others,112.8,12.03,47.37,35.86,0.29,8.64,0.24,235,Poor
Jaipur,07-03-2023,Residential and others,89.21,12.21,50.37,37.68,0.31,8.54,0.87,244,Poor
Jaipur,08-03-2023,Residential and others,101.04,15.94,32.03,31.06,0.3,17.57,1.75,206,Poor
Jaipur,09-03-2023,Residential and others,99.52,14.68,18.55,27.22,0.31,8.68,2.18,232,Poor
Jaipur,10-03-2023,Residential and others,108.16,17.1,21.24,33.94,0.58,11.28,6.46,254,Poor
Jaipur,11-03-2023,Residential and others,105.56,18.42,22.34,40.95,0.8,9.12,24.99,275,Poor
Jaipur,12-03-2023,Residential and others,104.08,31.78,25.56,66.35,0.83,10.99,29.4,238,Poor
Jaipur,13-03-2023,Residential and others,79.51,29.19,15.79,90.36,0.91,7.49,30.87,225,Poor
Jaipur,14-03-2023,Residential and others,87.06,24.83,49.67,72.9,0.68,8.08,51.28,249,Poor
Jaipur,15-03-2023,Residential and others,98.97,8.81,35.33,37.33,0.6,9.22,66.34,250,Poor
Jaipur,16-03-2023,Residential and others,75.56,7.61,29.65,31.03,0.62,15.18,74.41,213,Poor
Jaipur,17-03-2023,Residential and others,133.05,17.01,22.99,34.68,0.78,14.82,37.96,213,Poor
Jaipur,18-03-2023,Residential and others,126.59,18.92,26.3,39.87,0.65,9.82,49.77,276,Poor
Jaipur,19-03-2023,Residential and others,71.63,15.55,30.26,46.75,0.52,6.54,31.04,240,Poor
Jaipur,20-03-2023,Residential and others,64.19,8.88,32.33,25.84,0.61,6.12,31.08,197,Moderate
Jaipur,21-03-2023,Residential and others,73.93,12.75,29.67,36.92,0.6,7.73,44.67,142,Moderate
Jaipur,22-03-2023,Residential and others,121.26,31.07,36.99,60.91,1.02,8.3,60.92,246,Poor
Jaipur,23-03-2023,Residential and others,124.18,15.9,26,38.37,0.9,8.39,113.08,295,Poor
Jaipur,24-03-2023,Residential and others,96.68,30.54,25.3,47.29,1.25,8.38,74.38,226,Poor
Jaipur,25-03-2023,Residential and others,88.72,32.02,33.57,66.65,0.94,9.91,42.78,226,Poor
Jaipur,26-03-2023,Residential and others,70.41,16.66,27.97,45.42,0.85,6.77,85.91,180,Moderate
Jaipur,27-03-2023,Residential and others,88.45,6,37.92,37.63,0.75,7.56,114.57,195,Moderate
Jaipur,28-03-2023,Residential and others,110.96,37.92,52.65,48.24,0.98,6.4,81.74,233,Poor
Jaipur,29-03-2023,Residential and others,109.77,100.51,60.14,90.2,1.16,5.88,43.61,256,Poor
Jaipur,30-03-2023,Residential and others,75.66,56.51,65.02,112.11,0.73,6.15,44.14,210,Poor
Jaipur,31-03-2023,Residential and others,77.68,15.68,55.5,66.96,0.64,6.02,67.79,171,Moderate
Jaipur,01-04-2023,Residential and others,107.35,7.6,34.61,28.03,0.64,5.85,118.39,211,Poor
Jaipur,02-04-2023,Residential and others,104.86,32.94,32.01,41.78,0.65,3.2,100.07,252,Poor
Jaipur,03-04-2023,Sensitive Areas,102.63,51.23,64.42,90.88,0.89,3.97,89.91,244,Poor
Jaipur,04-04-2023,Sensitive Areas,122.13,53.88,84.94,92.25,1.19,4.2,58.88,275,Poor
Jaipur,05-04-2023,Sensitive Areas,97.73,45.38,62.27,80.23,1.35,4.19,59.78,251,Poor
Jaipur,06-04-2023,Sensitive Areas,95.4,56.12,64.47,107.75,1.34,5.87,57.94,208,Poor
Jaipur,07-04-2023,Sensitive Areas,124.91,32.53,81.3,93.27,1,5.28,83,257,Poor
Jaipur,08-04-2023,Sensitive Areas,119.13,26.3,72.86,85.19,0.98,6.1,98.66,275,Poor
Jaipur,09-04-2023,Sensitive Areas,173.72,37.51,64.07,94.28,1.15,4.92,83.03,270,Poor
Jaipur,10-04-2023,Sensitive Areas,137.56,39.3,61.48,95.44,1.31,7.21,63.32,333,Very Poor
Jaipur,11-04-2023,Sensitive Areas,84.21,8.64,22.51,28.69,0.68,5.15,100.59,193,Moderate
Jaipur,12-04-2023,Sensitive Areas,90.76,3.33,25.04,23.64,0.54,7.96,89.14,199,Moderate
Jaipur,13-04-2023,Sensitive Areas,102.37,2.44,22.1,21.08,0.48,6.3,81.71,221,Poor
Jaipur,14-04-2023,Sensitive Areas,152.82,2.46,25.8,25.35,0.64,10.65,62.68,276,Poor
Jaipur,15-04-2023,Sensitive Areas,90.89,2.39,25.34,25.1,0.55,10.75,54.05,220,Poor
Jaipur,16-04-2023,Sensitive Areas,247.89,2.52,25.3,26.36,0.81,10.38,72.81,295,Poor
Jaipur,17-04-2023,Sensitive Areas,70.12,2.88,27.79,23.93,0.53,7.17,55.8,280,Poor
Jaipur,18-04-2023,Sensitive Areas,63.22,4.38,39.4,31.51,0.51,7.95,51.15,157,Moderate
Jaipur,19-04-2023,Residential and others,66.56,10.86,44.86,43.67,0.19,9.49,50.67,185,Moderate
Jaipur,20-04-2023,Residential and others,76.04,30.6,57.6,70.95,0.08,10.31,55.99,153,Moderate
Jaipur,21-04-2023,Residential and others,112.71,57.13,94.41,102.15,0.13,11.85,37.61,230,Poor
Jaipur,22-04-2023,Residential and others,120.58,38.44,117.03,101.31,0.31,10.92,35.21,256,Poor
Jaipur,23-04-2023,Residential and others,165.57,72.8,118.92,116.25,0,8.99,34.9,305,Very Poor
Jaipur,24-04-2023,Residential and others,109.53,65.54,100.76,99.29,0,8.53,28.37,304,Very Poor
Jaipur,25-04-2023,Residential and others,102.04,80.68,103.82,125.28,0,7.73,54.08,203,Poor
Jaipur,26-04-2023,Residential and others,116.2,57.83,108.17,107.63,0,8.99,51.65,249,Poor
Jaipur,27-04-2023,Residential and others,106.23,38.97,95.01,98.2,0,10.28,64.74,249,Poor
Jaipur,28-04-2023,Residential and others,98.1,27.9,85.5,76.07,0,8.25,119.81,215,Poor
Jaipur,29-04-2023,Residential and others,161.94,23.26,66.57,59.86,0,8.1,114.76,336,Very Poor
Jaipur,30-04-2023,Residential and others,101.06,30.36,70.26,68.91,0,7.7,87.04,234,Poor
Jaipur,01-05-2023,Residential and others,119.08,18.38,62.8,64.01,0,8.55,66.54,253,Poor
Jaipur,02-05-2023,Residential and others,136.16,18.1,42.43,44.14,0,9.56,90.16,265,Poor
Jaipur,03-05-2023,Residential and others,89.75,7.3,27.2,29.58,0,10.63,78.4,218,Poor
Jaipur,04-05-2023,Residential and others,82.61,15.21,29.33,27.11,0,10.06,65.1,198,Moderate
Jaipur,05-05-2023,Residential and others,84.81,16.03,26.92,17.66,0,10.8,69.44,187,Moderate
Jaipur,06-05-2023,Industrial Areas,89.74,24.49,26.37,23.45,0,6.13,52.89,197,Moderate
Jaipur,07-05-2023,Industrial Areas,72.32,10.58,21.7,11.05,0,6.87,76.32,182,Moderate
Jaipur,08-05-2023,Industrial Areas,52.64,5.95,19.59,6.04,0,7.74,83.65,121,Moderate
Jaipur,09-05-2023,Industrial Areas,58.96,9.45,21.16,8.84,0,4.33,32.27,93,Satisfactory
Jaipur,10-05-2023,Industrial Areas,52.76,8.86,20.25,7.96,0,3.32,28.16,113,Moderate
Jaipur,11-05-2023,Industrial Areas,43.67,6.87,15.56,6.9,0,13.63,50.24,93,Satisfactory
Jaipur,12-05-2023,Industrial Areas,54.27,8.16,18.51,6.8,0,16.03,49.86,88,Satisfactory
Jaipur,13-05-2023,Industrial Areas,43.25,7.24,14.84,7.71,0,13.97,54.35,89,Satisfactory
Jaipur,14-05-2023,Industrial Areas,69.9,11.36,12.72,12.71,0,10.11,48.42,103,Moderate
Jaipur,15-05-2023,Industrial Areas,50.09,7.31,11.7,9.39,0,12.86,53.42,153,Moderate
Jaipur,16-05-2023,Industrial Areas,85.99,15.53,4.9,20.4,0,13.65,29.52,140,Moderate
Jaipur,17-05-2023,Residential and others,67.74,18.21,38.79,20.68,0,10.35,20.26,174,Moderate
Jaipur,18-05-2023,Residential and others,48.39,14.66,27.05,15.07,0,11.87,43.46,130,Moderate
Jaipur,19-05-2023,Residential and others,31.24,8.78,22.79,17.08,0,8.57,56.18,96,Satisfactory
Jaipur,20-05-2023,Residential and others,50.68,56.27,39.61,32.12,0,9.47,43.65,103,Moderate
Jaipur,21-05-2023,Residential and others,70.37,58.21,48.02,19.04,0,7.95,51.36,147,Moderate
Jaipur,22-05-2023,Residential and others,60.28,28.68,42.35,24.54,0,12.47,42.49,154,Moderate
Jaipur,23-05-2023,Residential and others,154.11,53.78,52.75,18.38,0,9.15,45.58,242,Poor
Jaipur,24-05-2023,Residential and others,75.44,51.83,26.19,15.77,0,11.31,42.85,194,Moderate
Jaipur,25-05-2023,Residential and others,102.64,25.97,37.42,31.67,0,7.65,38.57,227,Poor
Jaipur,26-05-2023,Residential and others,65.88,40.39,48.94,44.81,0,11.57,54.47,148,Moderate
Jaipur,27-05-2023,Residential and others,68.64,8.84,48.01,27.74,0,17.52,70.86,174,Moderate
Jaipur,28-05-2023,Residential and others,81.93,7.82,34.78,21.26,0,12.93,59.4,153,Moderate
Jaipur,29-05-2023,Residential and others,82.33,9.33,43.34,30.68,0,9.85,48.42,221,Poor
Jaipur,30-05-2023,Residential and others,89.98,16.88,43.11,30.26,0,12.7,48.92,206,Poor
Jaipur,31-05-2023,Residential and others,106.38,53.83,84.12,55.09,0,12.06,28.61,232,Poor
Jaipur,01-06-2023,Residential and others,80.07,32.78,70.61,45.46,0,12.22,34.35,225,Poor
Jaipur,02-06-2023,Residential and others,87.46,13.69,69.13,41.07,0,9.67,44.31,177,Moderate
Jaipur,03-06-2023,Residential and others,95.36,20.53,70.75,51.15,0,10.3,33.02,234,Poor
Jaipur,04-06-2023,Residential and others,70.3,8.61,58.29,36.34,0,16.11,32.07,183,Moderate
Jaipur,05-06-2023,Residential and others,78.86,37.04,76.84,56.41,0,15.68,39.68,164,Moderate
Jaipur,06-06-2023,Residential and others,89.46,32.47,69.36,51.81,0,11.92,60.8,193,Moderate
Jaipur,07-06-2023,Residential and others,94.76,41.21,85.95,73.06,0,14.62,42.16,239,Poor
Jaipur,08-06-2023,Residential and others,88.44,44.32,102.56,74.17,0,19.33,43.99,211,Poor
Jaipur,09-06-2023,Residential and others,96.1,59.36,73.96,54.8,0,23.61,43.56,198,Moderate
Jaipur,10-06-2023,Residential and others,105.77,79.4,81.74,95.22,0,15.6,30.72,260,Poor
Jaipur,11-06-2023,Residential and others,83.29,33.6,27.88,31.18,0,12.79,49.59,171,Moderate
Jaipur,12-06-2023,Residential and others,67.74,31.18,16.57,20.46,0,13.37,35.43,173,Moderate
Jaipur,13-06-2023,Residential and others,71.2,23.76,14.07,15.77,0,10.78,53.28,141,Moderate
Jaipur,14-06-2023,Residential and others,52.41,8.34,16.29,10.69,0,8.48,77.47,116,Moderate
Jaipur,15-06-2023,Residential and others,73.67,16.86,13.42,25.55,0,12.92,56.89,124,Moderate
Jaipur,16-06-2023,Residential and others,84.48,16.75,14.47,31.11,0,10.84,52.2,190,Moderate
Jaipur,17-06-2023,Sensitive Areas,94.69,7.76,17.15,31.71,0,12.27,70.72,223,Poor
Jaipur,18-06-2023,Sensitive Areas,84.69,17.52,18.37,46.95,0.01,10.02,51.67,189,Moderate
Jaipur,19-06-2023,Sensitive Areas,67.67,6.84,17.24,28.63,0.22,12.44,80.44,171,Moderate
Jaipur,20-06-2023,Sensitive Areas,67.38,13.71,22.56,32.81,0.21,8.79,63.97,148,Moderate
Jaipur,21-06-2023,Sensitive Areas,84.31,19.13,40.92,48.47,0.31,10.4,68.73,181,Moderate
Jaipur,22-06-2023,Sensitive Areas,86.57,40.34,43.76,61.77,0.42,9.51,46.15,163,Moderate
Jaipur,23-06-2023,Sensitive Areas,95.31,43.3,47.69,57.18,0.5,10.99,43.38,247,Poor
Jaipur,24-06-2023,Sensitive Areas,72.7,36.15,35.06,55.53,0.46,14.81,63.56,171,Moderate
Jaipur,25-06-2023,Sensitive Areas,67.97,25.14,32.42,50.91,1.23,17.77,64.12,167,Moderate
Jaipur,26-06-2023,Sensitive Areas,59.22,20.02,31.76,45.22,1.16,18.37,78.61,154,Moderate
Jaipur,27-06-2023,Industrial Areas,99.61,38.71,42.64,67.01,1.36,17.4,40.81,219,Poor
Jaipur,28-06-2023,Industrial Areas,69.6,29.36,34.65,50.6,1.18,13.34,50.29,208,Poor
Jaipur,29-06-2023,Industrial Areas,71.01,43.6,19.91,44.29,1.7,10.94,30.7,177,Moderate
Jaipur,30-06-2023,Industrial Areas,79.98,19.29,18.69,31.11,0.83,11.35,42.92,168,Moderate
Jaipur,01-07-2023,Industrial Areas,49.84,10.72,22.09,25.56,0.75,21.12,77.78,140,Moderate
Jaipur,02-07-2023,Industrial Areas,56.54,11.65,24.31,28.55,0.83,16.14,86.54,132,Moderate
Jaipur,03-07-2023,Industrial Areas,116.02,13.46,25.7,30.15,0.75,14.37,73.03,153,Moderate
Jaipur,04-07-2023,Industrial Areas,311.35,14.14,21.31,24.59,0.91,20.56,65.91,305,Very Poor
Jaipur,05-07-2023,Industrial Areas,130.52,15.71,21.3,26.28,1.1,17.89,54.31,291,Poor
Jaipur,06-07-2023,Industrial Areas,53.61,16.79,25.11,31.33,0.89,12.54,69.47,208,Poor
Jaipur,07-07-2023,Industrial Areas,61.1,16.18,21.12,26.43,1.23,12.96,60.7,140,Moderate
Jaipur,08-07-2023,Industrial Areas,68.06,10.99,17.46,19.86,0.54,11.43,94.86,158,Moderate
Jaipur,09-07-2023,Industrial Areas,77.44,10.81,14.99,17.21,0.48,11.92,102.21,204,Poor
Jaipur,10-07-2023,Industrial Areas,56.46,7.94,19.03,20.32,0.6,10.6,65.26,140,Moderate
Jaipur,11-07-2023,Industrial Areas,61.48,9.45,28.36,32.45,0.62,9,63.08,146,Moderate
Jaipur,12-07-2023,Industrial Areas,79.69,11.22,27.64,32.95,0.59,9.26,65.17,114,Moderate
Jaipur,13-07-2023,Industrial Areas,70.2,13.93,28.2,38.92,1.18,12.55,45.86,156,Moderate
Jaipur,14-07-2023,Industrial Areas,73.01,24.19,33.56,54.9,1.51,10.87,46.16,174,Moderate
Jaipur,15-07-2023,Industrial Areas,107.82,34.5,44.05,78.06,1.65,14.71,38.36,221,Poor
Jaipur,16-07-2023,Industrial Areas,103.08,16.87,39.2,55.76,0.71,9.36,60.49,275,Poor
Jaipur,17-07-2023,Industrial Areas,65.08,20.2,41.52,61.35,1.17,12.98,89.57,198,Moderate
Jaipur,18-07-2023,Industrial Areas,65.66,32.37,64.87,87.92,1.41,7.55,69.73,167,Moderate
Jaipur,19-07-2023,Industrial Areas,105.11,33.99,60.04,86.83,1.55,10.72,38.47,223,Poor
Jaipur,20-07-2023,Industrial Areas,116.61,36.02,48.54,77.43,1.43,10.53,39.8,254,Poor
Jaipur,21-07-2023,Industrial Areas,146.31,33.72,48.56,73.15,1.34,9.91,39.47,311,Very Poor
Jaipur,22-07-2023,Industrial Areas,74.56,26.21,49.15,65.37,0.98,17.05,40.12,180,Moderate
Jaipur,23-07-2023,Industrial Areas,49.48,13.33,37.71,41.26,0.83,8.32,63.51,148,Moderate
Jaipur,24-07-2023,Industrial Areas,42.24,13.97,43.16,47.11,0.81,10.13,53.56,107,Moderate
Jaipur,25-07-2023,Industrial Areas,56.23,15.35,39.9,42.66,0.89,11.47,51.77,130,Moderate
Jaipur,26-07-2023,Industrial Areas,55.39,13.49,39.98,43.46,0.99,8.37,81.28,154,Moderate
Jaipur,27-07-2023,Industrial Areas,64.1,11.57,34.24,36.96,0.75,12,81.47,147,Moderate
Jaipur,28-07-2023,Industrial Areas,55.62,10.77,38.45,40.16,0.76,8.08,56.37,118,Moderate
Kochi,22-02-2023,Industrial Areas,46.54,21.86,84.84,99.99,1.25,7.01,19.69,,
Kochi,23-02-2023,Industrial Areas,62.48,22.08,55.67,73.57,1.33,6.48,9.54,110,Moderate
Kochi,24-02-2023,Industrial Areas,62.87,37.44,60.49,97.8,1.44,6.91,9.06,111,Moderate
Kochi,25-02-2023,Industrial Areas,61.76,92.78,67.73,160.51,1.34,6.68,11.29,144,Moderate
Kochi,26-02-2023,Industrial Areas,66.76,106.79,58.69,165.49,1.36,6.75,11.43,197,Moderate
Kochi,27-02-2023,Industrial Areas,67.99,100.13,57.16,157.29,1.31,6.21,10.63,179,Moderate
Kochi,28-02-2023,Industrial Areas,68.04,85.93,56.04,141.97,1.38,6.06,9.78,167,Moderate
Kochi,01-03-2023,Industrial Areas,71.79,73.72,59.63,133.35,1.4,4.93,14.14,159,Moderate
Kochi,02-03-2023,Industrial Areas,52.43,92.06,54.21,146.26,1.36,9.03,11.96,153,Moderate
Kochi,03-03-2023,Industrial Areas,46.71,106.14,53.77,159.91,1.32,20.29,14.61,185,Moderate
Kochi,04-03-2023,Industrial Areas,43.87,46.26,63.37,108.53,1.13,20.31,15.89,151,Moderate
Kochi,05-03-2023,Industrial Areas,43.18,16.12,53.51,64.08,0.96,21.4,15.05,104,Moderate
Kochi,06-03-2023,Industrial Areas,53.08,31.15,43.92,77.16,1.08,20.68,14.28,91,Satisfactory
Kochi,07-03-2023,Industrial Areas,61.09,33.28,26.5,74.86,1.33,20.68,15.24,106,Moderate
Kochi,08-03-2023,Industrial Areas,63.96,42.85,19.25,59.33,1.36,13.97,8.47,108,Moderate
Kochi,09-03-2023,Industrial Areas,45.35,84.08,33.31,76.55,1.2,13.44,8.84,95,Satisfactory
Kochi,10-03-2023,Industrial Areas,53.29,84.56,14.51,74.31,1.24,20.96,4.8,104,Moderate
Kochi,11-03-2023,Industrial Areas,49.9,75.65,14.2,66.72,1.18,20.81,8.81,118,Moderate
Kochi,12-03-2023,Industrial Areas,43.48,62.61,11.28,55.44,1.04,21.71,12.56,119,Moderate
Kochi,13-03-2023,Industrial Areas,46.11,66.59,18.02,60.21,1.07,19.31,11.61,109,Moderate
Kochi,14-03-2023,Industrial Areas,46.9,64.46,17.39,56.66,1.13,23.75,12.32,114,Moderate
Kochi,15-03-2023,Industrial Areas,56.29,68,18.4,63.96,1.28,23.29,12.4,127,Moderate
Kochi,16-03-2023,Industrial Areas,60.32,61.07,20.46,57.2,1.3,21.96,12.78,122,Moderate
Kochi,17-03-2023,Industrial Areas,59.82,56.48,17.74,50.77,1.31,20.98,9.54,123,Moderate
